ISBN|Titre|Auteur|Editeur|Categorie|Synopsis|Parution|Prix|Image.URL.L
9780439321624|Quidditch Through the Ages|J. K. Rowling|Scholastic|Animals, Mythical|A history of the sport Quidditch, answering such questions such as where the Golden Snitch came from, or why the Wigtown Wanderers have meat cleavers on their robes.|2001|161|http://images.amazon.com/images/P/043932162X.01.LZZZZZZZ.jpg
9780439358071|Harry Potter and the Order of the Phoenix (Book 5)|J. K. Rowling|Scholastic Paperbacks|Juvenile Fiction|In Harry Potter and the Order of the Phoenix, Lord Voldemort has returned to the Wizarding world, presenting a threat that neither the magical government nor the authorities at Hogwarts can stop. In response to his reappearance, Dumbledore reactivates the Order of the Phoenix, a secret society which works to defeat the Dark Lord's minions and protect his targets—especially Harry Potter. But Harry doesn’t want to be protected. Even as the Ministry of Magic denies his claims, The Daily Prophet discredits him, and even Dumbledore won’t look him in the eye, Harry grows more and more determined to fight his lifelong enemy Voldemort—if only he had the “weapon” the Order is guarding. In the meantime, he visits his godfather at his ghoulish London home, Grimmauld Place, and learns more about Voldemort’s deep reach into Wizarding history and the Wizarding world. Back at Hogwarts, Harry must deal with a Defense Against the Dark Arts teacher with a personality like poisoned honey; a surprising new member of the Gryffindor Quidditch team; the possibility of his first real romance; and the looming nightmare of the Ordinary Wizarding Level exams. He’s haunted by dreams of a heavy door at the end of a silent corridor, and a vision of his father and the young Severus Snape that changes everything he thought he knew about them. Even the joy of working with "Dumbledore's Army" -a group of Hogwart's students dedicated to defeating Voldemort- can't dispel the gathering darkness. Soon Harry will discover the true depth and strength of his friends; their boundless loyalty and unbearable sacrifices. His fate depends on them all.|2015|90|http://images.amazon.com/images/P/0439358078.01.LZZZZZZZ.jpg
9780439405577|Don't Know Much about American History|Kathryn Lasky|Scholastic Paperbacks|United States|Presents, in question and answer format, a history of the United States from the exploration of Christopher Columbus to the terrorist attacks of September 11, 2001.|2003|27|http://images.amazon.com/images/P/0439405572.01.LZZZZZZZ.jpg
9780439405584|The Journey|Kathryn Lasky|Scholastic Paperbacks|Juvenile Fiction|Wishing to fight off evil that exists among the owls of the Great Ga'Hoole Tree, Soren, Gylfie, Twilight, and Digger must endure harsh training from the elders to become Ga'Hoolian owls, and carry out their good deeds.|2003|217|http://images.amazon.com/images/P/0439405580.01.LZZZZZZZ.jpg
9780439405591|The Rescue|Kathryn Lasky|Scholastic Paperbacks|Juvenile Fiction|Soren has been reunited with this sister, Eglantine, but now he must deal with the mysterious disappearance of his mentor, Ezylryb, and in his attempt to save his teacher must fight a formidable foe.|2004|175|http://images.amazon.com/images/P/0439405599.01.LZZZZZZZ.jpg
9780439411370|The Summit|Gordon Korman|Scholastic Paperbacks|Juvenile Fiction|As Tilt, Perry, Sammi, and Dominic prepare to ascend Mt. Everest, they must deal with low supplies, high altitude, dangerous terrain, government officials, sabotage, and an approaching storm.|2002|246|http://images.amazon.com/images/P/0439411378.01.LZZZZZZZ.jpg
9780439411875|The Girl, the Dragon, and the Wild Magic|Dave Luckett|Scholastic Paperbacks|Juvenile Fiction|Failing out of magic school, Rhianna meets a wizard who realizes she is a Wild Talent, possessing a difficult-to-manage power, and when a dragon comes to town, it's up to Rhianna to master her craft or face certain doom.|2003|245|http://images.amazon.com/images/P/0439411874.01.LZZZZZZZ.jpg
9780439436540|The Time Machine|H. G. Wells|Scholastic Paperbacks|Juvenile Fiction|Presents the classic science fiction thriller depicting the adventures of the Time Traveler whose fantastic invention carries him into the world of the future.|2004|205|http://images.amazon.com/images/P/0439436540.01.LZZZZZZZ.jpg
9780439474290|Midnight for Charlie Bone|Jenny Nimmo|Orchard|Juvenile Fiction|Charlie Bone's life with his widowed mother and two grandmothers undergoes a dramatic change when he discovers that he can hear people in photographs talking and his aunts decide he must change schools and attend the Bloor's Academy for gifted children.|2003|204|http://images.amazon.com/images/P/0439474299.01.LZZZZZZZ.jpg
9780439554893|Harry Potter and the Chamber of Secrets|J. K. Rowling|Arthur A. Levine Books|Juvenile Fiction|When the Chamber of Secrets is opened again at the Hogwarts School for Witchcraft and Wizardry, second-year student Harry Potter finds himself in danger from a dark power that has once more been released on the school.|2003|163|http://images.amazon.com/images/P/0439554896.01.LZZZZZZZ.jpg
9780439574273|The Invisible Man|H. G. Wells|Scholastic Paperbacks|Juvenile Fiction|A young scientist's adventures with refractions of light bring terror to the residents of Burdock.|2004|69|http://images.amazon.com/images/P/0439574277.01.LZZZZZZZ.jpg
9780439655484|Harry Potter and the Prisoner of Azkaban (Book 3)|J.K. Rowling|Scholastic Paperbacks|Juvenile Fiction|For twelve long years, the dread fortress of Azkaban held an infamous prisoner named Sirius Black. Convicted of killing thirteen people with a single curse, he was said to be the heir apparent to the Dark Lord, Voldemort, and might even have assisted in the deaths of James and Lily Potter—Harry Potter’s parents. Now Black has escaped, leaving only two clues as to where he might be headed: Harry Potter's defeat of You-Know-Who was Black's downfall as well. And the Azkaban guards heard him muttering in his sleep, "He’s at Hogwarts... he’s at Hogwarts." Of course, Harry already had plenty to worry about. After inflating his nasty aunt and running away on the magical Knight Bus, he finds he’s being pursued by death omens at every turn. He receives two wonderful gifts: a top-of-the-line Firebolt broomstick, and the Marauder’s Map, a magical diagram of Hogwarts made by the mysterious “Moony, Wormtail, Padfoot, and Prongs.” Hermione disappears frequently, burdened down by a seemingly impossible course schedule. And the soulless Dementors have come to guard Hogwarts—supposedly to protect Harry from Sirius Black, but they terrify Harry more than the fugitive ever could. To strengthen himself against them, Harry reaches out to Remus Lupin, the Defense Against the Dark Arts teacher who was once a friend of his father’s. Lupin teaches Harry about the Patronus Charm, a defensive measure well above the level of magic generally mastered by wizards Harry’s age. But even with his broom, his map, his magic, and his loyal friends, Harry isn't safe. Because on top of everything else, there’s a traitor hidden at Hogwarts…|2015|155|http://images.amazon.com/images/P/043965548X.01.LZZZZZZZ.jpg
9780440164173|The New Centurions|Joseph Wambaugh|Dell Publishing Company|Fiction|Depicts the brutal experiences and rigorous training endured by three Los Angeles policemen|1987|59|http://images.amazon.com/images/P/0440164176.01.LZZZZZZZ.jpg
9780440169123|A Pinch of Snuff|Reginald Hill|Dell Publishing Company|Fiction|A routine visit to the dentist involves Police Inspector Pascoe in a bizarre case concerning the making of pornographic films in which people are actually killed on camera|1990|92|http://images.amazon.com/images/P/0440169127.01.LZZZZZZZ.jpg
9780440182931|Suffer the Children|John Saul|Dell|Fiction|100 years after a young girl's murder, children are again disappearing from Port Arbello.|1989|172|http://images.amazon.com/images/P/044018293X.01.LZZZZZZZ.jpg
9780440184621|Tai-Pan|JAMES CLAVELL|Dell|Fiction|Dick Straun, a pirate, smuggler, and ruthless individual, finds glory beyond his dreams as the Tai-Pan, or supreme leader, of Hong Kong. Reissue.|1966|173|http://images.amazon.com/images/P/0440184622.01.LZZZZZZZ.jpg
9780440187356|Tinsel|WILLIAM GOLDMAN|Dell|Fiction|In the glittering world of Hollywood peopled with stars, hopefuls, and hasbeens, hungry and cunning producers, starlets, moguls, and whores are willing to sacrifice everything for an elusive place at the top|1980|154|http://images.amazon.com/images/P/0440187354.01.LZZZZZZZ.jpg
9780440201045|Serenissima|Erica Jong|Dell Publishing Company|Fiction|Jessica Pruitt, a popular Hollywood actress and aficionado of Shakespeare, is transported to the sixteenth century where she becomes the inspiration behind the great poet's most enigmatic work|1988|53|http://images.amazon.com/images/P/0440201047.01.LZZZZZZZ.jpg
9780440208143|An Acceptable Time|Madeleine L'Engle|Laure Leaf|Juvenile Fiction|A quiet visit with her grandparents turns into a lesson in the fluidity of time for Polly O'Keefe when she meets several strangers from overlapping temporal planes and, with them, plays a key role in a prehistoric confrontation.|1990|267|http://images.amazon.com/images/P/0440208149.01.LZZZZZZZ.jpg
9780440214922|Drawing Blood|POPPY BRITE|Dell|Fiction|Twenty years after his tortured cartoonist father killed his mother and siblings, cartoonist Trevor McGee returns to the scene of the crime, determined to face the demons of the past and the dark force threatening to destroy him|1994|273|http://images.amazon.com/images/P/0440214920.01.LZZZZZZZ.jpg
9780440215813|The Blue Knight|Joseph Wambaugh|Dell Publishing Company|Los Angeles (Calif.)|Don't pass up the incredible values offered in this month's $3.99 promotion with Robert B. Parker's Spenser novel, Pale Kings and Princes, John Saul's terrifying Comes the Blind Fury, and Joseph Wambaugh's blockbuster, The Blue Knight. The Blue Knight is a Los Angeles cop whose beat is a world of pimps, pushers, winos, whores, and killers--a cop who lives each day on the razor's edge.|1993|12|http://images.amazon.com/images/P/0440215811.01.LZZZZZZZ.jpg
9780440216803|Gai-Jin|James Clavell|Dell Publishing Company|Fiction|Malcolm Struan, the heir to the most powerful English trading company in the Orient, finds his fate intertwined with that of a beautiful young French woman|1994|171|http://images.amazon.com/images/P/044021680X.01.LZZZZZZZ.jpg
9780440220459|Drop Shot|HARLAN COBEN|Dell|Fiction|Investigating the killing of a burned-out tennis star, sports agent Myron Bolitar uncovers a connection between the victim and a rising star from the wrong side of the tracks, while a corrupt senator and organized crime watch his every move. Reissue.|1996|47|http://images.amazon.com/images/P/0440220459.01.LZZZZZZZ.jpg
9780440224044|Purple Cane Road|James Lee Burke|Dell Publishing Company|Fiction|Haunted by the mother he never knew, Dave Robicheaux is stunned when a chance meeting reveals that his mother was murdered by a New Orleans police officer, a discovery that has him searching for the killer.|2001|226|http://images.amazon.com/images/P/0440224047.01.LZZZZZZZ.jpg
9780440227533|Number the Stars|Lois Lowry|Laurel-Leaf Books|Juvenile Fiction|In 1943, during the German occupation of Denmark, ten-year-old Annemarie learns how to be courageous and resourceful as she helps shelter her Jewish friend from the Nazis. Reprint. Newbery Medal Winner. AB. SLJ. K. H.|1989|74|http://images.amazon.com/images/P/0440227534.01.LZZZZZZZ.jpg
